순번,회사명,공장대표주소,업종명,전화번호
9731,주식회사 태진공조,부산광역시 강서구 미음국제5로마길 1(미음동),가정용 및 산업용 공기 조화장치 제조업 외 1종,051-941-0090
9732,주식회사 태창테크,부산광역시 강서구 경전철로 208-1 (대저1동),선박 구성 부분품 제조업 외 2종,051-809-3538
9733,주식회사 테란,부산광역시 강서구 녹산산단261로14번길 45-19 (송정동),그 외 기타 특수목적용 기계 제조업,051-941-5701
9734,주식회사 테크엠,부산광역시 강서구 대저중앙로357번길 26-17 (대저1동),그 외 기타 금속가공업,070-7797-0734
9735,주식회사 템코,"부산광역시 강서구 미음산단3로 135(미음동, (주)와우메탈)","증류기, 열교환기 및 가스발생기 제조업",051-971-8511
9736,주식회사 토아스,부산광역시 동래구 충렬대로100번길 40 (온천동),화장품 제조업,051-516-8198
9737,주식회사 투핸즈인터랙티브,"부산광역시 해운대구 수영강변대로 140, 203호(우동, 부산문화콘텐츠컴플렉스)",기타 음향기기 제조업,051-784-1266
9738,주식회사 트리스톤,"부산광역시 부산진구 양지로 34, 1층 (양정동)",기타 전기 변환장치 제조업,070-4320-7835
9739,주식회사 트리엔 (지점),부산광역시 강서구 제도로1092번길 275 (강동동),기타 가공 공작기계 제조업,051-717-0480
9740,주식회사 티그리스,"부산광역시 사하구 을숙도대로 651, 2층(신평동)",남자용 겉옷 제조업 외 32종,051-204-8051
9741,주식회사 티에스엠,부산광역시 강서구 녹산산업북로 246 (송정동),도장 및 기타 피막처리업,051-831-6022
9742,주식회사 티에스파워,부산광역시 강서구 대저중앙로 376-1 (대저1동),배전반 및 전기 자동제어반 제조업 외 1종,051-206-8333
9743,주식회사 티엑스알로보틱스 부산,부산광역시 강서구 미음국제8로 19 (생곡동),산업용 로봇 제조업,051-911-2800
9744,주식회사 티허브,"부산광역시 동래구 아시아드대로 지하232, BSI-Zone 18호(온천동, 도시철도 미남역)",그 외 기타 전자부품 제조업 외 5종,051-513-4568
9745,주식회사 파나시아,부산광역시 강서구 미음산단로 350 (미음동),선박 구성 부분품 제조업 외 2종,051-831-1010
9746,주식회사 파노스,"부산광역시 강서구 낙동북로138번길 8, 1층 (강동동)",기타 음향기기 제조업 외 5종,미등록
9747,주식회사 파머스푸드랩,부산광역시 기장군 기장읍 청강로74번길 50,육류 포장육 및 냉동육 가공업 (가금류 제외),051-714-2828
9748,주식회사 파인콤,부산광역시 강서구 미음국제7로 47(미음동),그 외 기타 금속가공업 외 1종,051-717-0525
9749,주식회사 파파벨라,"부산광역시 연제구 배산로 29, 지하1층 (연산동)",남자용 겉옷 제조업 외 3종,02-578-1726
9750,주식회사 팔공로드,부산광역시 강서구 대저중앙로347번가길 90(대저1동),그 외 기타 플라스틱 제품 제조업 외 3종,053-791-1577
9751,주식회사 퍼시픽유니온엔지니어링,부산광역시 영도구 해양로195번가길 24 (동삼동),선박 구성 부분품 제조업,미등록
9752,주식회사 퍼씨엠,부산광역시 북구 효열로 111,산업처리공정 제어장비 제조업 외 8종,070-7543-1442
9753,주식회사 평산윈텍,부산광역시 강서구 과학산단로305번길 8 (지사동),기타 공학 연구개발업 외 2종,051-970-0000
9754,주식회사 포광기업,부산광역시 영도구 해양로 24-18 (청학동),선박 구성 부분품 제조업,051-988-7172
9755,주식회사 포나인 ,부산광역시 사상구 감전천로 32 (학장동),기타 1차 비철금속 제조업,070-5168-1325
9756,주식회사 포앤텍,"부산광역시 금정구 개좌로 15, B동 (서동)",간판 및 광고물 제조업 외 18종,051-528-5511
9757,주식회사 포앤텍,부산광역시 금정구 개좌로 13 (서동),간판 및 광고물 제조업 외 22종,051-528-5511
9758,주식회사 포텐츠,"부산광역시 강서구 과학산단1로60번길 31, 2B동 2층 209호(지사동, 부산테크노파크)",기타 오락용품 제조업 외 1종,051-322-8119
9759,주식회사 폴리그린,부산광역시 강서구 대저중앙로348번길 24-21 (대저1동),그 외 기타 특수목적용 기계 제조업 외 1종,미등록
9760,주식회사 퓨어라이프,부산광역시 강서구 낙동북로76번길 45 (강동동),"치약, 비누 및 기타 세제 제조업",051-501-6693
9761,주식회사 프라임텍,"부산광역시 부산진구 동평로 341, 3층 (양정동)",컴퓨터 제조업 외 10종,051-717-2878
9762,주식회사 프로스트,부산광역시 강서구 미음산단4로 32(미음동),"증류기, 열교환기 및 가스발생기 제조업",055-321-1495
9763,주식회사 플루마,부산광역시 강서구 낙동남로533번길 83 (녹산동),유압기기 제조업,055-909-8129
9764,주식회사 피알지테크,"부산광역시 북구 만덕2로17번길 1, 지하101호(만덕동, 다산타워)",가정용 및 산업용 공기 조화장치 제조업 외 2종,070-7554-7967
9765,주식회사 피앤유드론,"부산광역시 강서구 과학산단1로60번길 31, 지사단지 1동 2층 204호(지사동, 부산테크노파크)",무인 항공기 및 무인 비행장치 제조업,051-510-3696
9766,주식회사 피에스씨코리아,부산광역시 강서구 생곡산단1로 51 (생곡동),"목재 포장용 상자, 드럼 및 유사용기 제조업 외 1종",070-4169-9117
9767,주식회사 피원테크,부산광역시 강서구 호계로125번길 56 (죽동동),컨베이어장치 제조업 외 61종,051-831-3511
9768,주식회사 피코,부산광역시 영도구 해양로182번길 15 (청학동),기타 선박 건조업 외 1종,051-405-0706
9769,주식회사 필터솔루션,부산광역시 강서구 과학산단2로19번길 73 (지사동),기체 여과기 제조업,070-4282-9966
9770,주식회사 하나에스이,"부산광역시 사상구 낙동대로1366번길 69, 주식회사 하나에스이 (삼락동)",그 외 기타 분류 안된 금속 가공 제품 제조업,02-3296-3942
9771,주식회사 하림아이티,부산광역시 연제구 과정로276번길 14 (연산동),유선 통신장비 제조업 외 14종,051-817-6699
9772,주식회사 하모니헬스케어,부산광역시 사하구 장평로 13 (장림동),기타 직물제품 제조업 외 1종,070-4647-4003
9773,주식회사 하이산업,부산광역시 강서구 대저동서로229번길 13 (대저2동),"금속 문, 창, 셔터 및 관련제품 제조업",051-971-1290
9774,주식회사 한국가스젠,부산광역시 강서구 녹산산업중로61번길 22 (송정동),그 외 기타 일반목적용 기계 제조업,070-4169-1200
9775,주식회사 한국몰드,부산광역시 금정구 동천로7번길 14 (회동동),그 외 기타 플라스틱 제품 제조업,051-527-4466
9776,주식회사 한국산업코어,부산광역시 강서구 공항로339번길 156 (대저2동),"탭, 밸브 및 유사장치 제조업 외 3종",051-971-5665
9777,주식회사 한국파워테크,부산광역시 사상구 낙동대로1404번길 47 (삼락동),자동차용 신품 전기장치 제조업,051-305-1569
9778,주식회사 한국피씨에스,부산광역시 강서구 녹산산단261로88번길 8 (송정동),석유화학계 기초 화학물질 제조업,051-831-5312
9779,주식회사 한국피에치이,부산광역시 강서구 녹산산업중로 113 (송정동),핵반응기 및 증기보일러 제조업 외 1종,051-261-2664
9780,주식회사 한국필텍,부산광역시 강서구 생곡로 248 (생곡동),기체 여과기 제조업,051-710-6304
9781,주식회사 한국필텍,"부산광역시 강서구 범방3로 23, A동 (범방동)",기체 여과기 제조업,051-710-6304
9782,주식회사 한글로벌,부산광역시 강서구 녹산동 1335-9,"전자코일, 변성기 및 기타 전자 유도자 제조업",051-9219-590
9783,주식회사 한남글로벌,부산광역시 연제구 고분로112번길 5 (연산동) (총 2 필지),"근무복, 작업복 및 유사의복 제조업 외 5종",051-851-6671
9784,주식회사 한도아이엔에스티,부산광역시 강서구 공항로767번길 32 (대저2동),액체 여과기 제조업,051-315-8454
9785,주식회사 한디자인그룹,부산광역시 사하구 다산로 12-4 (다대동),기타 목재가구 제조업 외 4종,051-262-4177
9786,주식회사 한빛,부산광역시 강서구 제도로 979-7(강동동),그 외 기타 플라스틱 제품 제조업 외 3종,미등록
9787,주식회사 한수유니텍,부산광역시 강서구 공항로283번길 2-3 (대저2동),육상 금속 골조 구조재 제조업 외 3종,051-205-1115
9788,주식회사 한신도장,"부산광역시 사상구 가야대로 194 (학장동, 한신도장)",도장 및 기타 피막처리업,051-311-8596
9789,주식회사 한신제화,부산광역시 사상구 학감대로222번길 15 (감전동),구두류 제조업 외 1종,031-472-0482
9790,주식회사 한우와갈돈,부산광역시 강서구 상덕로119번길 64 (강동동),육류 기타 가공 및 저장처리업 (가금류 제외) 외 1종,051-944-1792
9791,"주식회사 한일(Hanil Co.,Ltd.)",부산광역시 사하구 원양로 319 (감천동),기타 수산동물 가공 및 저장 처리업 외 1종,051-293-7500
9792,주식회사 한일윈,부산광역시 강서구 녹산산단261로23번길 5 (송정동),"전기회로 개폐, 보호장치 제조업",051-628-6684
9793,주식회사 합강,"부산광역시 부산진구 가야대로548번가길 2, 신성빌딩 4층 (가야동)",컴퓨터 제조업,051-714-3573
9794,주식회사 합리적인푸드,"부산광역시 서구 원양로 1, A동 403호, 504호(암남동, 수산가공선진화단지)",기타 수산동물 가공 및 저장 처리업 외 1종,051-256-3811
9795,주식회사 해남황톳길,"부산광역시 사하구 신산로 120, B1층 FB118호  (신평동)",비내화 모르타르 제조업,미등록
9796,주식회사 해명피에스,부산광역시 강서구 녹산산단262로49번길 19 (송정동),기타 일반 기계 및 장비 수리업,055-638-5513
9797,주식회사 해모수,부산광역시 기장군 정관읍 산단1로 66-60,전구 및 램프 제조업 외 6종,051-508-0097
9798,주식회사 해복,부산광역시 사하구 다대로320번길 18 (장림동),"수산동물 훈제, 조리 및 유사 조제식품 제조업",051-265-8999
9799,주식회사 해성케미아,부산광역시 사하구 보덕포1길 115 (장림동),그 외 기타 분류 안된 화학제품 제조업,051-261-5436
9800,주식회사 해신솔루션,"부산광역시 영도구 꿈나무길 251, 1층 (신선동3가)",컴퓨터 제조업,051-244-8940
9801,주식회사 해양드론기술,"부산광역시 남구 신선로 2, 1동 5층 502호  (우암동)",무인 항공기 및 무인 비행장치 제조업,051-717-3954
9802,주식회사 해양드론기술,"부산광역시 영도구 태종로 727, 산학허브관 613호(동삼동)",무인 항공기 및 무인 비행장치 제조업,051-404-5372
9803,주식회사 해양협전사,부산광역시 연제구 월드컵대로164번길 13 (연산동),전동기 및 발전기 제조업,055-365-1258
9804,주식회사 행운식품,부산광역시 강서구 대저중앙로 81(대저1동),육류 포장육 및 냉동육 가공업 (가금류 제외),051-941-1555
9805,주식회사 허브동산,부산광역시 기장군 정관읍 예림길 58,복합비료 및 기타 화학비료 제조업 외 1종,미등록
9806,주식회사 허브동산,"부산광역시 금정구 중앙대로 1946 (남산동, 동신약국)",기타 구조용 금속제품 제조업 외 1종,051-902-1755
9807,주식회사 헤이푸드서비스,"부산광역시 해운대구 송정2로13번길 40(송정동, 송정동창고시설)",도시락류 제조업,051-715-4600
9808,주식회사 현기이엔지,부산광역시 강서구 미음산단로 317 (미음동),육상 금속 골조 구조재 제조업 외 1종,051-831-8081
9809,주식회사 현대기업,부산광역시 강서구 녹산산단381로12번길 69 (송정동),"목재 포장용 상자, 드럼 및 유사용기 제조업",051-412-4074
9810,주식회사 현대마린테크,"부산광역시 사하구 감천항로 6(감천동, 무찬빌딩)",내연기관 제조업,051-417-6706
9811,주식회사 현대씨엠,"부산광역시 사상구 백양대로 752, 지하1층 (덕포동)",방송장비 제조업 외 3종,051-338-7274
9812,주식회사 현성티에스,부산광역시 강서구 녹산산단261로13번길 42(송정동),그 외 기타 분류 안된 금속 가공 제품 제조업,051-832-7470
9813,주식회사 현승,부산광역시 강서구 식만로259번길 20-2 (식만동),육상 금속 골조 구조재 제조업 외 1종,051-255-0730
9814,주식회사 형제,부산광역시 영도구 남항서로70번길 24 (남항동3가),선박 구성 부분품 제조업,051-416-1782
